Source;Target;Weight;Type
JACK'S FATHER;CONSTRUCTION WORKER;1;Undirected
JACK'S FATHER;TAXI DRIVER;1;Undirected
JACK'S FATHER;POLICE OFFICER WITH SKETCH;1;Undirected
JACK'S FATHER;SHEILA (SUBWAY);1;Undirected
JACK'S FATHER;SUBWAY GUY;1;Undirected
JACK'S FATHER;PRINCIPAL;1;Undirected
JACK'S FATHER;SECOND GIRL (SUBWAY);1;Undirected
JACK'S FATHER;ARIEL;1;Undirected
SCHOOL LIBRARIAN;MAN IN THE SHADOWS;1;Undirected
SCHOOL LIBRARIAN;HELEN STACY;1;Undirected
SCHOOL LIBRARIAN;PHILIP STACY;1;Undirected
SCHOOL LIBRARIAN;HOWARD STACY;1;Undirected
SCHOOL LIBRARIAN;SIMON STACY;1;Undirected
SCHOOL LIBRARIAN;JACK;1;Undirected
SCHOOL LIBRARIAN;MR. CRAMER;1;Undirected
SCHOOL LIBRARIAN;MISS RITTER;1;Undirected
SCHOOL LIBRARIAN;NICKY'S GIRLFRIEND;1;Undirected
SCHOOL LIBRARIAN;STORE CLERK;1;Undirected
SCHOOL LIBRARIAN;GORDON;1;Undirected
SCHOOL LIBRARIAN;PHYSICS NERD;1;Undirected
SCHOOL LIBRARIAN;NICKY;1;Undirected
SCHOOL LIBRARIAN;CAR THIEF;1;Undirected
SCHOOL LIBRARIAN;CAR THIEF COP;1;Undirected
SCHOOL LIBRARIAN;POLICE OFFICER;1;Undirected
SCHOOL LIBRARIAN;OFFICER (SWAT);1;Undirected
SCHOOL LIBRARIAN;NEWSCASTER (NEWS CHOPPER);1;Undirected
SCHOOL LIBRARIAN;RECEPTIONIST;1;Undirected
SCHOOL LIBRARIAN;OSCORP INTERN;1;Undirected
SCHOOL LIBRARIAN;RODRIGO GUEVARA;1;Undirected
SCHOOL LIBRARIAN;CONSTRUCTION WORKER;1;Undirected
SCHOOL LIBRARIAN;TAXI DRIVER;1;Undirected
SCHOOL LIBRARIAN;POLICE OFFICER WITH SKETCH;1;Undirected
SCHOOL LIBRARIAN;SHEILA (SUBWAY);1;Undirected
SCHOOL LIBRARIAN;SUBWAY GUY;1;Undirected
SCHOOL LIBRARIAN;PRINCIPAL;1;Undirected
SCHOOL LIBRARIAN;SECOND GIRL (SUBWAY);1;Undirected
SCHOOL LIBRARIAN;ARIEL;1;Undirected
MAN IN THE SHADOWS;HELEN STACY;1;Undirected
MAN IN THE SHADOWS;PHILIP STACY;1;Undirected
MAN IN THE SHADOWS;HOWARD STACY;1;Undirected
MAN IN THE SHADOWS;SIMON STACY;1;Undirected
MAN IN THE SHADOWS;JACK;1;Undirected
MAN IN THE SHADOWS;MR. CRAMER;1;Undirected
MAN IN THE SHADOWS;MISS RITTER;1;Undirected
MAN IN THE SHADOWS;NICKY'S GIRLFRIEND;1;Undirected
MAN IN THE SHADOWS;STORE CLERK;1;Undirected
MAN IN THE SHADOWS;GORDON;1;Undirected
MAN IN THE SHADOWS;PHYSICS NERD;1;Undirected
MAN IN THE SHADOWS;NICKY;1;Undirected
MAN IN THE SHADOWS;CAR THIEF;1;Undirected
MAN IN THE SHADOWS;CAR THIEF COP;1;Undirected
MAN IN THE SHADOWS;POLICE OFFICER;1;Undirected
MAN IN THE SHADOWS;OFFICER (SWAT);1;Undirected
MAN IN THE SHADOWS;NEWSCASTER (NEWS CHOPPER);1;Undirected
MAN IN THE SHADOWS;RECEPTIONIST;1;Undirected
MAN IN THE SHADOWS;OSCORP INTERN;1;Undirected
MAN IN THE SHADOWS;RODRIGO GUEVARA;1;Undirected
MAN IN THE SHADOWS;CONSTRUCTION WORKER;1;Undirected
MAN IN THE SHADOWS;TAXI DRIVER;1;Undirected
MAN IN THE SHADOWS;POLICE OFFICER WITH SKETCH;1;Undirected
MAN IN THE SHADOWS;SHEILA (SUBWAY);1;Undirected
MAN IN THE SHADOWS;SUBWAY GUY;1;Undirected
MAN IN THE SHADOWS;PRINCIPAL;1;Undirected
MAN IN THE SHADOWS;SECOND GIRL (SUBWAY);1;Undirected
MAN IN THE SHADOWS;ARIEL;1;Undirected
HELEN STACY;PHILIP STACY;2;Undirected
HELEN STACY;HOWARD STACY;2;Undirected
HELEN STACY;SIMON STACY;2;Undirected
HELEN STACY;JACK;1;Undirected
HELEN STACY;MR. CRAMER;1;Undirected
HELEN STACY;MISS RITTER;1;Undirected
HELEN STACY;NICKY'S GIRLFRIEND;1;Undirected
HELEN STACY;STORE CLERK;1;Undirected
HELEN STACY;GORDON;1;Undirected
HELEN STACY;PHYSICS NERD;1;Undirected
HELEN STACY;NICKY;1;Undirected
HELEN STACY;CAR THIEF;1;Undirected
HELEN STACY;CAR THIEF COP;1;Undirected
HELEN STACY;POLICE OFFICER;1;Undirected
HELEN STACY;OFFICER (SWAT);1;Undirected
HELEN STACY;NEWSCASTER (NEWS CHOPPER);1;Undirected
HELEN STACY;RECEPTIONIST;1;Undirected
HELEN STACY;OSCORP INTERN;1;Undirected
HELEN STACY;RODRIGO GUEVARA;1;Undirected
HELEN STACY;CONSTRUCTION WORKER;1;Undirected
HELEN STACY;TAXI DRIVER;1;Undirected
HELEN STACY;POLICE OFFICER WITH SKETCH;1;Undirected
HELEN STACY;SHEILA (SUBWAY);1;Undirected
HELEN STACY;SUBWAY GUY;1;Undirected
HELEN STACY;PRINCIPAL;1;Undirected
HELEN STACY;SECOND GIRL (SUBWAY);1;Undirected
HELEN STACY;ARIEL;1;Undirected
PHILIP STACY;HOWARD STACY;2;Undirected
PHILIP STACY;SIMON STACY;2;Undirected
PHILIP STACY;JACK;1;Undirected
PHILIP STACY;MR. CRAMER;1;Undirected
PHILIP STACY;MISS RITTER;1;Undirected
PHILIP STACY;NICKY'S GIRLFRIEND;1;Undirected
PHILIP STACY;STORE CLERK;1;Undirected
PHILIP STACY;GORDON;1;Undirected
PHILIP STACY;PHYSICS NERD;1;Undirected
PHILIP STACY;NICKY;1;Undirected
PHILIP STACY;CAR THIEF;1;Undirected
PHILIP STACY;CAR THIEF COP;1;Undirected
PHILIP STACY;POLICE OFFICER;1;Undirected
PHILIP STACY;OFFICER (SWAT);1;Undirected
PHILIP STACY;NEWSCASTER (NEWS CHOPPER);1;Undirected
PHILIP STACY;RECEPTIONIST;1;Undirected
PHILIP STACY;OSCORP INTERN;1;Undirected
PHILIP STACY;RODRIGO GUEVARA;1;Undirected
PHILIP STACY;CONSTRUCTION WORKER;1;Undirected
PHILIP STACY;TAXI DRIVER;1;Undirected
PHILIP STACY;POLICE OFFICER WITH SKETCH;1;Undirected
PHILIP STACY;SHEILA (SUBWAY);1;Undirected
PHILIP STACY;SUBWAY GUY;1;Undirected
PHILIP STACY;PRINCIPAL;1;Undirected
PHILIP STACY;SECOND GIRL (SUBWAY);1;Undirected
PHILIP STACY;ARIEL;1;Undirected
HOWARD STACY;SIMON STACY;2;Undirected
HOWARD STACY;JACK;1;Undirected
HOWARD STACY;MR. CRAMER;1;Undirected
HOWARD STACY;MISS RITTER;1;Undirected
HOWARD STACY;NICKY'S GIRLFRIEND;1;Undirected
HOWARD STACY;STORE CLERK;1;Undirected
HOWARD STACY;GORDON;1;Undirected
HOWARD STACY;PHYSICS NERD;1;Undirected
HOWARD STACY;NICKY;1;Undirected
HOWARD STACY;CAR THIEF;1;Undirected
HOWARD STACY;CAR THIEF COP;1;Undirected
HOWARD STACY;POLICE OFFICER;1;Undirected
HOWARD STACY;OFFICER (SWAT);1;Undirected
HOWARD STACY;NEWSCASTER (NEWS CHOPPER);1;Undirected
HOWARD STACY;RECEPTIONIST;1;Undirected
HOWARD STACY;OSCORP INTERN;1;Undirected
HOWARD STACY;RODRIGO GUEVARA;1;Undirected
HOWARD STACY;CONSTRUCTION WORKER;1;Undirected
HOWARD STACY;TAXI DRIVER;1;Undirected
HOWARD STACY;POLICE OFFICER WITH SKETCH;1;Undirected
HOWARD STACY;SHEILA (SUBWAY);1;Undirected
HOWARD STACY;SUBWAY GUY;1;Undirected
HOWARD STACY;PRINCIPAL;1;Undirected
HOWARD STACY;SECOND GIRL (SUBWAY);1;Undirected
HOWARD STACY;ARIEL;1;Undirected
SIMON STACY;JACK;1;Undirected
SIMON STACY;MR. CRAMER;1;Undirected
SIMON STACY;MISS RITTER;1;Undirected
SIMON STACY;NICKY'S GIRLFRIEND;1;Undirected
SIMON STACY;STORE CLERK;1;Undirected
SIMON STACY;GORDON;1;Undirected
SIMON STACY;PHYSICS NERD;1;Undirected
SIMON STACY;NICKY;1;Undirected
SIMON STACY;CAR THIEF;1;Undirected
SIMON STACY;CAR THIEF COP;1;Undirected
SIMON STACY;POLICE OFFICER;1;Undirected
SIMON STACY;OFFICER (SWAT);1;Undirected
SIMON STACY;NEWSCASTER (NEWS CHOPPER);1;Undirected
SIMON STACY;RECEPTIONIST;1;Undirected
SIMON STACY;OSCORP INTERN;1;Undirected
SIMON STACY;RODRIGO GUEVARA;1;Undirected
SIMON STACY;CONSTRUCTION WORKER;1;Undirected
SIMON STACY;TAXI DRIVER;1;Undirected
SIMON STACY;POLICE OFFICER WITH SKETCH;1;Undirected
SIMON STACY;SHEILA (SUBWAY);1;Undirected
SIMON STACY;SUBWAY GUY;1;Undirected
SIMON STACY;PRINCIPAL;1;Undirected
SIMON STACY;SECOND GIRL (SUBWAY);1;Undirected
SIMON STACY;ARIEL;1;Undirected
JACK;MR. CRAMER;1;Undirected
JACK;MISS RITTER;1;Undirected
JACK;NICKY'S GIRLFRIEND;1;Undirected
JACK;STORE CLERK;1;Undirected
JACK;GORDON;1;Undirected
JACK;PHYSICS NERD;1;Undirected
JACK;NICKY;1;Undirected
JACK;CAR THIEF;1;Undirected
JACK;CAR THIEF COP;1;Undirected
JACK;POLICE OFFICER;1;Undirected
JACK;OFFICER (SWAT);1;Undirected
JACK;NEWSCASTER (NEWS CHOPPER);1;Undirected
JACK;OSCORP INTERN;1;Undirected
JACK;RODRIGO GUEVARA;1;Undirected
JACK;CONSTRUCTION WORKER;1;Undirected
JACK;TAXI DRIVER;1;Undirected
JACK;POLICE OFFICER WITH SKETCH;1;Undirected
JACK;SHEILA (SUBWAY);1;Undirected
JACK;SUBWAY GUY;1;Undirected
JACK;PRINCIPAL;1;Undirected
JACK;SECOND GIRL (SUBWAY);1;Undirected
JACK;ARIEL;1;Undirected
MR. CRAMER;MISS RITTER;1;Undirected
MR. CRAMER;NICKY'S GIRLFRIEND;1;Undirected
MR. CRAMER;STORE CLERK;1;Undirected
MR. CRAMER;GORDON;1;Undirected
MR. CRAMER;PHYSICS NERD;1;Undirected
MR. CRAMER;NICKY;1;Undirected
MR. CRAMER;CAR THIEF;1;Undirected
MR. CRAMER;CAR THIEF COP;1;Undirected
MR. CRAMER;POLICE OFFICER;1;Undirected
MR. CRAMER;OFFICER (SWAT);1;Undirected
MR. CRAMER;NEWSCASTER (NEWS CHOPPER);1;Undirected
MR. CRAMER;RECEPTIONIST;1;Undirected
MR. CRAMER;OSCORP INTERN;1;Undirected
MR. CRAMER;RODRIGO GUEVARA;1;Undirected
MR. CRAMER;CONSTRUCTION WORKER;1;Undirected
MR. CRAMER;TAXI DRIVER;1;Undirected
MR. CRAMER;POLICE OFFICER WITH SKETCH;1;Undirected
MR. CRAMER;SHEILA (SUBWAY);1;Undirected
MR. CRAMER;SUBWAY GUY;1;Undirected
MR. CRAMER;PRINCIPAL;1;Undirected
MR. CRAMER;SECOND GIRL (SUBWAY);1;Undirected
MR. CRAMER;ARIEL;1;Undirected
MISS RITTER;NICKY'S GIRLFRIEND;1;Undirected
MISS RITTER;STORE CLERK;1;Undirected
MISS RITTER;GORDON;1;Undirected
MISS RITTER;PHYSICS NERD;1;Undirected
MISS RITTER;NICKY;1;Undirected
MISS RITTER;CAR THIEF;1;Undirected
MISS RITTER;CAR THIEF COP;1;Undirected
MISS RITTER;POLICE OFFICER;1;Undirected
MISS RITTER;OFFICER (SWAT);1;Undirected
MISS RITTER;NEWSCASTER (NEWS CHOPPER);1;Undirected
MISS RITTER;RECEPTIONIST;1;Undirected
MISS RITTER;OSCORP INTERN;1;Undirected
MISS RITTER;RODRIGO GUEVARA;1;Undirected
MISS RITTER;CONSTRUCTION WORKER;1;Undirected
MISS RITTER;TAXI DRIVER;1;Undirected
MISS RITTER;POLICE OFFICER WITH SKETCH;1;Undirected
MISS RITTER;SHEILA (SUBWAY);1;Undirected
MISS RITTER;SUBWAY GUY;1;Undirected
MISS RITTER;PRINCIPAL;1;Undirected
MISS RITTER;SECOND GIRL (SUBWAY);1;Undirected
MISS RITTER;ARIEL;1;Undirected
NICKY'S GIRLFRIEND;STORE CLERK;1;Undirected
NICKY'S GIRLFRIEND;GORDON;1;Undirected
NICKY'S GIRLFRIEND;PHYSICS NERD;1;Undirected
NICKY'S GIRLFRIEND;NICKY;1;Undirected
NICKY'S GIRLFRIEND;CAR THIEF;1;Undirected
NICKY'S GIRLFRIEND;CAR THIEF COP;1;Undirected
NICKY'S GIRLFRIEND;POLICE OFFICER;1;Undirected
NICKY'S GIRLFRIEND;OFFICER (SWAT);1;Undirected
NICKY'S GIRLFRIEND;NEWSCASTER (NEWS CHOPPER);1;Undirected
NICKY'S GIRLFRIEND;RECEPTIONIST;1;Undirected
NICKY'S GIRLFRIEND;OSCORP INTERN;1;Undirected
NICKY'S GIRLFRIEND;RODRIGO GUEVARA;1;Undirected
NICKY'S GIRLFRIEND;CONSTRUCTION WORKER;1;Undirected
NICKY'S GIRLFRIEND;TAXI DRIVER;1;Undirected
NICKY'S GIRLFRIEND;POLICE OFFICER WITH SKETCH;1;Undirected
NICKY'S GIRLFRIEND;SHEILA (SUBWAY);1;Undirected
NICKY'S GIRLFRIEND;SUBWAY GUY;1;Undirected
NICKY'S GIRLFRIEND;PRINCIPAL;1;Undirected
NICKY'S GIRLFRIEND;SECOND GIRL (SUBWAY);1;Undirected
NICKY'S GIRLFRIEND;ARIEL;1;Undirected
STORE CLERK;GORDON;1;Undirected
STORE CLERK;PHYSICS NERD;1;Undirected
STORE CLERK;NICKY;1;Undirected
STORE CLERK;CAR THIEF;1;Undirected
STORE CLERK;CAR THIEF COP;1;Undirected
STORE CLERK;POLICE OFFICER;1;Undirected
STORE CLERK;OFFICER (SWAT);1;Undirected
STORE CLERK;NEWSCASTER (NEWS CHOPPER);1;Undirected
STORE CLERK;RECEPTIONIST;1;Undirected
STORE CLERK;OSCORP INTERN;1;Undirected
STORE CLERK;RODRIGO GUEVARA;1;Undirected
STORE CLERK;CONSTRUCTION WORKER;1;Undirected
STORE CLERK;TAXI DRIVER;1;Undirected
STORE CLERK;POLICE OFFICER WITH SKETCH;1;Undirected
STORE CLERK;SHEILA (SUBWAY);1;Undirected
STORE CLERK;SUBWAY GUY;1;Undirected
STORE CLERK;PRINCIPAL;1;Undirected
STORE CLERK;SECOND GIRL (SUBWAY);1;Undirected
STORE CLERK;ARIEL;1;Undirected
GORDON;PHYSICS NERD;1;Undirected
GORDON;NICKY;1;Undirected
GORDON;CAR THIEF;1;Undirected
GORDON;CAR THIEF COP;1;Undirected
GORDON;POLICE OFFICER;1;Undirected
GORDON;OFFICER (SWAT);1;Undirected
GORDON;NEWSCASTER (NEWS CHOPPER);1;Undirected
GORDON;RECEPTIONIST;1;Undirected
GORDON;OSCORP INTERN;1;Undirected
GORDON;RODRIGO GUEVARA;1;Undirected
GORDON;CONSTRUCTION WORKER;1;Undirected
GORDON;TAXI DRIVER;1;Undirected
GORDON;POLICE OFFICER WITH SKETCH;1;Undirected
GORDON;SHEILA (SUBWAY);1;Undirected
GORDON;SUBWAY GUY;1;Undirected
GORDON;PRINCIPAL;1;Undirected
GORDON;SECOND GIRL (SUBWAY);1;Undirected
GORDON;ARIEL;1;Undirected
PHYSICS NERD;NICKY;1;Undirected
PHYSICS NERD;CAR THIEF;1;Undirected
PHYSICS NERD;CAR THIEF COP;1;Undirected
PHYSICS NERD;POLICE OFFICER;1;Undirected
PHYSICS NERD;OFFICER (SWAT);1;Undirected
PHYSICS NERD;NEWSCASTER (NEWS CHOPPER);1;Undirected
PHYSICS NERD;RECEPTIONIST;1;Undirected
PHYSICS NERD;OSCORP INTERN;1;Undirected
PHYSICS NERD;RODRIGO GUEVARA;1;Undirected
PHYSICS NERD;CONSTRUCTION WORKER;1;Undirected
PHYSICS NERD;TAXI DRIVER;1;Undirected
PHYSICS NERD;POLICE OFFICER WITH SKETCH;1;Undirected
PHYSICS NERD;SHEILA (SUBWAY);1;Undirected
PHYSICS NERD;SUBWAY GUY;1;Undirected
PHYSICS NERD;PRINCIPAL;1;Undirected
PHYSICS NERD;SECOND GIRL (SUBWAY);1;Undirected
PHYSICS NERD;ARIEL;1;Undirected
NICKY;CAR THIEF;1;Undirected
NICKY;CAR THIEF COP;1;Undirected
NICKY;POLICE OFFICER;1;Undirected
NICKY;OFFICER (SWAT);1;Undirected
NICKY;NEWSCASTER (NEWS CHOPPER);1;Undirected
NICKY;RECEPTIONIST;1;Undirected
NICKY;OSCORP INTERN;1;Undirected
NICKY;RODRIGO GUEVARA;1;Undirected
NICKY;CONSTRUCTION WORKER;1;Undirected
NICKY;TAXI DRIVER;1;Undirected
NICKY;POLICE OFFICER WITH SKETCH;1;Undirected
NICKY;SHEILA (SUBWAY);1;Undirected
NICKY;SUBWAY GUY;1;Undirected
NICKY;PRINCIPAL;1;Undirected
NICKY;SECOND GIRL (SUBWAY);1;Undirected
NICKY;ARIEL;1;Undirected
CAR THIEF;CAR THIEF COP;1;Undirected
CAR THIEF;POLICE OFFICER;1;Undirected
CAR THIEF;OFFICER (SWAT);1;Undirected
CAR THIEF;NEWSCASTER (NEWS CHOPPER);1;Undirected
CAR THIEF;RECEPTIONIST;1;Undirected
CAR THIEF;OSCORP INTERN;1;Undirected
CAR THIEF;RODRIGO GUEVARA;1;Undirected
CAR THIEF;CONSTRUCTION WORKER;1;Undirected
CAR THIEF;TAXI DRIVER;1;Undirected
CAR THIEF;POLICE OFFICER WITH SKETCH;1;Undirected
CAR THIEF;SHEILA (SUBWAY);1;Undirected
CAR THIEF;SUBWAY GUY;1;Undirected
CAR THIEF;PRINCIPAL;1;Undirected
CAR THIEF;SECOND GIRL (SUBWAY);1;Undirected
CAR THIEF;ARIEL;1;Undirected
CAR THIEF COP;POLICE OFFICER;1;Undirected
CAR THIEF COP;OFFICER (SWAT);1;Undirected
CAR THIEF COP;NEWSCASTER (NEWS CHOPPER);1;Undirected
CAR THIEF COP;RECEPTIONIST;1;Undirected
CAR THIEF COP;OSCORP INTERN;1;Undirected
CAR THIEF COP;RODRIGO GUEVARA;1;Undirected
CAR THIEF COP;CONSTRUCTION WORKER;1;Undirected
CAR THIEF COP;TAXI DRIVER;1;Undirected
CAR THIEF COP;POLICE OFFICER WITH SKETCH;1;Undirected
CAR THIEF COP;SHEILA (SUBWAY);1;Undirected
CAR THIEF COP;SUBWAY GUY;1;Undirected
CAR THIEF COP;PRINCIPAL;1;Undirected
CAR THIEF COP;SECOND GIRL (SUBWAY);1;Undirected
CAR THIEF COP;ARIEL;1;Undirected
POLICE OFFICER;OFFICER (SWAT);1;Undirected
POLICE OFFICER;NEWSCASTER (NEWS CHOPPER);1;Undirected
POLICE OFFICER;RECEPTIONIST;1;Undirected
POLICE OFFICER;OSCORP INTERN;1;Undirected
POLICE OFFICER;RODRIGO GUEVARA;1;Undirected
POLICE OFFICER;CONSTRUCTION WORKER;1;Undirected
POLICE OFFICER;TAXI DRIVER;1;Undirected
POLICE OFFICER;POLICE OFFICER WITH SKETCH;1;Undirected
POLICE OFFICER;SHEILA (SUBWAY);1;Undirected
POLICE OFFICER;SUBWAY GUY;1;Undirected
POLICE OFFICER;PRINCIPAL;1;Undirected
POLICE OFFICER;SECOND GIRL (SUBWAY);1;Undirected
POLICE OFFICER;ARIEL;1;Undirected
OFFICER (SWAT);NEWSCASTER (NEWS CHOPPER);1;Undirected
OFFICER (SWAT);RECEPTIONIST;1;Undirected
OFFICER (SWAT);OSCORP INTERN;1;Undirected
OFFICER (SWAT);RODRIGO GUEVARA;1;Undirected
OFFICER (SWAT);CONSTRUCTION WORKER;1;Undirected
OFFICER (SWAT);TAXI DRIVER;1;Undirected
OFFICER (SWAT);POLICE OFFICER WITH SKETCH;1;Undirected
OFFICER (SWAT);SHEILA (SUBWAY);1;Undirected
OFFICER (SWAT);SUBWAY GUY;1;Undirected
OFFICER (SWAT);PRINCIPAL;1;Undirected
OFFICER (SWAT);SECOND GIRL (SUBWAY);1;Undirected
OFFICER (SWAT);ARIEL;1;Undirected
NEWSCASTER (NEWS CHOPPER);RECEPTIONIST;1;Undirected
NEWSCASTER (NEWS CHOPPER);OSCORP INTERN;1;Undirected
NEWSCASTER (NEWS CHOPPER);RODRIGO GUEVARA;1;Undirected
NEWSCASTER (NEWS CHOPPER);CONSTRUCTION WORKER;1;Undirected
NEWSCASTER (NEWS CHOPPER);TAXI DRIVER;1;Undirected
NEWSCASTER (NEWS CHOPPER);POLICE OFFICER WITH SKETCH;1;Undirected
NEWSCASTER (NEWS CHOPPER);SHEILA (SUBWAY);1;Undirected
NEWSCASTER (NEWS CHOPPER);SUBWAY GUY;1;Undirected
NEWSCASTER (NEWS CHOPPER);PRINCIPAL;1;Undirected
NEWSCASTER (NEWS CHOPPER);SECOND GIRL (SUBWAY);1;Undirected
NEWSCASTER (NEWS CHOPPER);ARIEL;1;Undirected
RECEPTIONIST;OSCORP INTERN;1;Undirected
RECEPTIONIST;RODRIGO GUEVARA;1;Undirected
RECEPTIONIST;CONSTRUCTION WORKER;1;Undirected
RECEPTIONIST;TAXI DRIVER;1;Undirected
RECEPTIONIST;POLICE OFFICER WITH SKETCH;1;Undirected
RECEPTIONIST;SHEILA (SUBWAY);1;Undirected
RECEPTIONIST;SUBWAY GUY;1;Undirected
RECEPTIONIST;PRINCIPAL;1;Undirected
RECEPTIONIST;SECOND GIRL (SUBWAY);1;Undirected
RECEPTIONIST;ARIEL;1;Undirected
OSCORP INTERN;RODRIGO GUEVARA;1;Undirected
OSCORP INTERN;CONSTRUCTION WORKER;1;Undirected
OSCORP INTERN;TAXI DRIVER;1;Undirected
OSCORP INTERN;POLICE OFFICER WITH SKETCH;1;Undirected
OSCORP INTERN;SHEILA (SUBWAY);1;Undirected
OSCORP INTERN;SUBWAY GUY;1;Undirected
OSCORP INTERN;PRINCIPAL;1;Undirected
OSCORP INTERN;SECOND GIRL (SUBWAY);1;Undirected
OSCORP INTERN;ARIEL;1;Undirected
RODRIGO GUEVARA;CONSTRUCTION WORKER;1;Undirected
RODRIGO GUEVARA;TAXI DRIVER;1;Undirected
RODRIGO GUEVARA;POLICE OFFICER WITH SKETCH;1;Undirected
RODRIGO GUEVARA;SHEILA (SUBWAY);1;Undirected
RODRIGO GUEVARA;SUBWAY GUY;1;Undirected
RODRIGO GUEVARA;PRINCIPAL;1;Undirected
RODRIGO GUEVARA;SECOND GIRL (SUBWAY);1;Undirected
RODRIGO GUEVARA;ARIEL;1;Undirected
CONSTRUCTION WORKER;TAXI DRIVER;1;Undirected
CONSTRUCTION WORKER;POLICE OFFICER WITH SKETCH;1;Undirected
CONSTRUCTION WORKER;SHEILA (SUBWAY);1;Undirected
CONSTRUCTION WORKER;SUBWAY GUY;1;Undirected
CONSTRUCTION WORKER;PRINCIPAL;1;Undirected
CONSTRUCTION WORKER;SECOND GIRL (SUBWAY);1;Undirected
CONSTRUCTION WORKER;ARIEL;1;Undirected
TAXI DRIVER;POLICE OFFICER WITH SKETCH;1;Undirected
TAXI DRIVER;SHEILA (SUBWAY);1;Undirected
TAXI DRIVER;SUBWAY GUY;1;Undirected
TAXI DRIVER;PRINCIPAL;1;Undirected
TAXI DRIVER;SECOND GIRL (SUBWAY);1;Undirected
TAXI DRIVER;ARIEL;1;Undirected
POLICE OFFICER WITH SKETCH;SHEILA (SUBWAY);1;Undirected
POLICE OFFICER WITH SKETCH;SUBWAY GUY;1;Undirected
POLICE OFFICER WITH SKETCH;PRINCIPAL;1;Undirected
POLICE OFFICER WITH SKETCH;SECOND GIRL (SUBWAY);1;Undirected
POLICE OFFICER WITH SKETCH;ARIEL;1;Undirected
SHEILA (SUBWAY);SUBWAY GUY;1;Undirected
SHEILA (SUBWAY);PRINCIPAL;1;Undirected
SHEILA (SUBWAY);SECOND GIRL (SUBWAY);1;Undirected
SHEILA (SUBWAY);ARIEL;1;Undirected
SUBWAY GUY;PRINCIPAL;1;Undirected
SUBWAY GUY;SECOND GIRL (SUBWAY);1;Undirected
SUBWAY GUY;ARIEL;1;Undirected
PRINCIPAL;SECOND GIRL (SUBWAY);1;Undirected
PRINCIPAL;ARIEL;1;Undirected
SECOND GIRL (SUBWAY);ARIEL;1;Undirected
PETER PARKER / SPIDER-MAN;MAX DILLON / ELECTRO;1;Undirected
PETER PARKER / SPIDER-MAN;HARRY OSBORN / GREEN GOBLIN;1;Undirected
PETER PARKER / SPIDER-MAN;DONALD MENKEN;1;Undirected
PETER PARKER / SPIDER-MAN;YOUNG PETER PARKER;1;Undirected
PETER PARKER / SPIDER-MAN;FELICIA HARDY;1;Undirected
PETER PARKER / SPIDER-MAN;DR. ASHLEY KAFKA;1;Undirected
PETER PARKER / SPIDER-MAN;ALLISTAR SMYTHE;1;Undirected
PETER PARKER / SPIDER-MAN;GRADUATION GUEST;1;Undirected
PETER PARKER / SPIDER-MAN;GUSTAV FIERS / THE GENTLEMAN;1;Undirected
PETER PARKER / SPIDER-MAN;WOMAN IN STATUE OF LIBERTY COSTUME;1;Undirected
PETER PARKER / SPIDER-MAN;DR. JALLINGS - SCIENCE INVESTIGATOR;1;Undirected
PETER PARKER / SPIDER-MAN;MAN IN BLACK SUIT;1;Undirected
PETER PARKER / SPIDER-MAN;KARI;1;Undirected
PETER PARKER / SPIDER-MAN;AGENT BERKLEY;1;Undirected
PETER PARKER / SPIDER-MAN;SWAT TEAM LEADER;1;Undirected
PETER PARKER / SPIDER-MAN;JORGE;1;Undirected
PETER PARKER / SPIDER-MAN;G-5 CO-PILOT;1;Undirected
PETER PARKER / SPIDER-MAN;GWEN'S CABBIE;1;Undirected
PETER PARKER / SPIDER-MAN;BRITISH DESK ATTENDANT;1;Undirected
PETER PARKER / SPIDER-MAN;PRINCIPAL CONWAY;1;Undirected
PETER PARKER / SPIDER-MAN;TIMES SQUARE COP;1;Undirected
PETER PARKER / SPIDER-MAN;LEAD OFFICER;1;Undirected
PETER PARKER / SPIDER-MAN;POLICE CAPTAIN;1;Undirected
PETER PARKER / SPIDER-MAN;BODEGA CASHIER;1;Undirected
PETER PARKER / SPIDER-MAN;ROBBER;1;Undirected
PETER PARKER / SPIDER-MAN;AIR TRAFFIC CONTROLLER;1;Undirected
PETER PARKER / SPIDER-MAN;DISPATCHER;1;Undirected
PETER PARKER / SPIDER-MAN;OSBORN BUTLER;1;Undirected
PETER PARKER / SPIDER-MAN;PILOT;1;Undirected
PETER PARKER / SPIDER-MAN;JORGE'S MOTHER;1;Undirected
PETER PARKER / SPIDER-MAN;NY1 NEWS ANCHOR;1;Undirected
PETER PARKER / SPIDER-MAN;NY1 REPORTER;1;Undirected
PETER PARKER / SPIDER-MAN;CHINESE GRANDPA;1;Undirected
PETER PARKER / SPIDER-MAN;ARMED ROBBER;1;Undirected
PETER PARKER / SPIDER-MAN;RAVENCROFT GUARD;1;Undirected
PETER PARKER / SPIDER-MAN;BULLY;1;Undirected
PETER PARKER / SPIDER-MAN;OSCORP DEPARTMENT HEAD;1;Undirected
PETER PARKER / SPIDER-MAN;TIMES SQUARE BYSTANDER;1;Undirected
PETER PARKER / SPIDER-MAN;CORPORATE LAWYER;1;Undirected
GWEN STACY;MAX DILLON / ELECTRO;1;Undirected
GWEN STACY;HARRY OSBORN / GREEN GOBLIN;1;Undirected
GWEN STACY;DONALD MENKEN;1;Undirected
