Source;Target;Weight;Type
DIRECTOR NICK FURY;RAMIREZ;1;Undirected
DIRECTOR NICK FURY;AHMED;1;Undirected
DIRECTOR NICK FURY;OMAR;1;Undirected
DIRECTOR NICK FURY;HOWARD STARK;3;Undirected
DIRECTOR NICK FURY;VIPER 1;1;Undirected
DIRECTOR NICK FURY;VIPER 2;1;Undirected
DIRECTOR NICK FURY;AMIRA AHMED;1;Undirected
DIRECTOR NICK FURY;COLONEL CRAIG;1;Undirected
DIRECTOR NICK FURY;DEALER AT CRAPS TABLE;1;Undirected
DIRECTOR NICK FURY;WOMAN AT CRAPS TABLE;1;Undirected
DIRECTOR NICK FURY;ENGINEER;1;Undirected
DIRECTOR NICK FURY;AIR FORCE OFFICER;1;Undirected
DIRECTOR NICK FURY;WOMAN IN SUV;1;Undirected
DIRECTOR NICK FURY;KID IN SUV;1;Undirected
DIRECTOR NICK FURY;GULMIRA KID;1;Undirected
DIRECTOR NICK FURY;GULMIRA MOM;1;Undirected
DIRECTOR NICK FURY;REPORTER;1;Undirected
DIRECTOR NICK FURY;FLIGHT ATTENDANT;1;Undirected
DIRECTOR NICK FURY;AIR FORCE LIEUTENANT;1;Undirected
DIRECTOR NICK FURY;ZORIANNA KIT;1;Undirected
DIRECTOR NICK FURY;STAN'S GIRL;1;Undirected
DIRECTOR NICK FURY;CAOC ANALYST";1;Undirected
STAN LEE;GUARD;1;Undirected
STAN LEE;JIM CRAMER;1;Undirected
STAN LEE;ABU BAKAAR;1;Undirected
STAN LEE;GENERAL GABRIEL;1;Undirected
STAN LEE;WILLIAM GINTER RIVA;1;Undirected
STAN LEE;MAJOR ALLEN;1;Undirected
STAN LEE;JIMMY;1;Undirected
STAN LEE;PRATT;1;Undirected
STAN LEE;RAMIREZ;1;Undirected
STAN LEE;AHMED;1;Undirected
STAN LEE;OMAR;1;Undirected
STAN LEE;HOWARD STARK;1;Undirected
STAN LEE;VIPER 1;1;Undirected
STAN LEE;VIPER 2;1;Undirected
STAN LEE;AMIRA AHMED;1;Undirected
STAN LEE;COLONEL CRAIG;1;Undirected
STAN LEE;DEALER AT CRAPS TABLE;1;Undirected
STAN LEE;WOMAN AT CRAPS TABLE;1;Undirected
STAN LEE;ENGINEER;1;Undirected
STAN LEE;AIR FORCE OFFICER;1;Undirected
STAN LEE;WOMAN IN SUV;1;Undirected
STAN LEE;KID IN SUV;1;Undirected
STAN LEE;GULMIRA KID;1;Undirected
STAN LEE;GULMIRA MOM;1;Undirected
STAN LEE;REPORTER;1;Undirected
STAN LEE;FLIGHT ATTENDANT;1;Undirected
STAN LEE;AIR FORCE LIEUTENANT;1;Undirected
STAN LEE;ZORIANNA KIT;1;Undirected
STAN LEE;STAN'S GIRL;1;Undirected
STAN LEE;CAOC ANALYST";1;Undirected
GUARD;JIM CRAMER;1;Undirected
GUARD;ABU BAKAAR;1;Undirected
GUARD;GENERAL GABRIEL;1;Undirected
GUARD;WILLIAM GINTER RIVA;1;Undirected
GUARD;MAJOR ALLEN;2;Undirected
GUARD;JIMMY;1;Undirected
GUARD;PRATT;1;Undirected
GUARD;RAMIREZ;1;Undirected
GUARD;AHMED;1;Undirected
GUARD;OMAR;1;Undirected
GUARD;HOWARD STARK;2;Undirected
GUARD;VIPER 1;1;Undirected
GUARD;VIPER 2;1;Undirected
GUARD;AMIRA AHMED;1;Undirected
GUARD;COLONEL CRAIG;1;Undirected
GUARD;DEALER AT CRAPS TABLE;1;Undirected
GUARD;WOMAN AT CRAPS TABLE;1;Undirected
GUARD;ENGINEER;1;Undirected
GUARD;AIR FORCE OFFICER;1;Undirected
GUARD;WOMAN IN SUV;1;Undirected
GUARD;KID IN SUV;1;Undirected
GUARD;GULMIRA KID;1;Undirected
GUARD;GULMIRA MOM;1;Undirected
GUARD;REPORTER;1;Undirected
GUARD;FLIGHT ATTENDANT;1;Undirected
GUARD;AIR FORCE LIEUTENANT;1;Undirected
GUARD;ZORIANNA KIT;1;Undirected
GUARD;STAN'S GIRL;1;Undirected
GUARD;CAOC ANALYST";1;Undirected
JIM CRAMER;ABU BAKAAR;1;Undirected
JIM CRAMER;GENERAL GABRIEL;1;Undirected
JIM CRAMER;WILLIAM GINTER RIVA;1;Undirected
JIM CRAMER;MAJOR ALLEN;1;Undirected
JIM CRAMER;JIMMY;1;Undirected
JIM CRAMER;PRATT;1;Undirected
JIM CRAMER;RAMIREZ;1;Undirected
JIM CRAMER;AHMED;1;Undirected
JIM CRAMER;OMAR;1;Undirected
JIM CRAMER;HOWARD STARK;1;Undirected
JIM CRAMER;VIPER 1;1;Undirected
JIM CRAMER;VIPER 2;1;Undirected
JIM CRAMER;AMIRA AHMED;1;Undirected
JIM CRAMER;COLONEL CRAIG;1;Undirected
JIM CRAMER;DEALER AT CRAPS TABLE;1;Undirected
JIM CRAMER;WOMAN AT CRAPS TABLE;1;Undirected
JIM CRAMER;ENGINEER;1;Undirected
JIM CRAMER;AIR FORCE OFFICER;1;Undirected
JIM CRAMER;WOMAN IN SUV;1;Undirected
JIM CRAMER;KID IN SUV;1;Undirected
JIM CRAMER;GULMIRA KID;1;Undirected
JIM CRAMER;GULMIRA MOM;1;Undirected
JIM CRAMER;REPORTER;1;Undirected
JIM CRAMER;FLIGHT ATTENDANT;1;Undirected
JIM CRAMER;AIR FORCE LIEUTENANT;1;Undirected
JIM CRAMER;ZORIANNA KIT;1;Undirected
JIM CRAMER;STAN'S GIRL;1;Undirected
JIM CRAMER;CAOC ANALYST";1;Undirected
ABU BAKAAR;GENERAL GABRIEL;1;Undirected
ABU BAKAAR;WILLIAM GINTER RIVA;1;Undirected
ABU BAKAAR;MAJOR ALLEN;1;Undirected
ABU BAKAAR;JIMMY;1;Undirected
ABU BAKAAR;PRATT;1;Undirected
ABU BAKAAR;RAMIREZ;1;Undirected
ABU BAKAAR;AHMED;1;Undirected
ABU BAKAAR;OMAR;1;Undirected
ABU BAKAAR;HOWARD STARK;1;Undirected
ABU BAKAAR;VIPER 1;1;Undirected
ABU BAKAAR;VIPER 2;1;Undirected
ABU BAKAAR;AMIRA AHMED;1;Undirected
ABU BAKAAR;COLONEL CRAIG;1;Undirected
ABU BAKAAR;DEALER AT CRAPS TABLE;1;Undirected
ABU BAKAAR;WOMAN AT CRAPS TABLE;1;Undirected
ABU BAKAAR;ENGINEER;1;Undirected
ABU BAKAAR;AIR FORCE OFFICER;1;Undirected
ABU BAKAAR;WOMAN IN SUV;1;Undirected
ABU BAKAAR;KID IN SUV;1;Undirected
ABU BAKAAR;GULMIRA KID;1;Undirected
ABU BAKAAR;GULMIRA MOM;1;Undirected
ABU BAKAAR;REPORTER;1;Undirected
ABU BAKAAR;FLIGHT ATTENDANT;1;Undirected
ABU BAKAAR;AIR FORCE LIEUTENANT;1;Undirected
ABU BAKAAR;ZORIANNA KIT;1;Undirected
ABU BAKAAR;STAN'S GIRL;1;Undirected
ABU BAKAAR;CAOC ANALYST";1;Undirected
GENERAL GABRIEL;WILLIAM GINTER RIVA;1;Undirected
GENERAL GABRIEL;MAJOR ALLEN;1;Undirected
GENERAL GABRIEL;JIMMY;1;Undirected
GENERAL GABRIEL;PRATT;1;Undirected
GENERAL GABRIEL;RAMIREZ;1;Undirected
GENERAL GABRIEL;AHMED;1;Undirected
GENERAL GABRIEL;OMAR;1;Undirected
GENERAL GABRIEL;HOWARD STARK;1;Undirected
GENERAL GABRIEL;VIPER 1;1;Undirected
GENERAL GABRIEL;VIPER 2;1;Undirected
GENERAL GABRIEL;AMIRA AHMED;1;Undirected
GENERAL GABRIEL;COLONEL CRAIG;1;Undirected
GENERAL GABRIEL;DEALER AT CRAPS TABLE;1;Undirected
GENERAL GABRIEL;WOMAN AT CRAPS TABLE;1;Undirected
GENERAL GABRIEL;ENGINEER;1;Undirected
GENERAL GABRIEL;AIR FORCE OFFICER;1;Undirected
GENERAL GABRIEL;WOMAN IN SUV;1;Undirected
GENERAL GABRIEL;KID IN SUV;1;Undirected
GENERAL GABRIEL;GULMIRA KID;1;Undirected
GENERAL GABRIEL;GULMIRA MOM;1;Undirected
GENERAL GABRIEL;REPORTER;1;Undirected
GENERAL GABRIEL;FLIGHT ATTENDANT;1;Undirected
GENERAL GABRIEL;AIR FORCE LIEUTENANT;1;Undirected
GENERAL GABRIEL;ZORIANNA KIT;1;Undirected
GENERAL GABRIEL;STAN'S GIRL;1;Undirected
GENERAL GABRIEL;CAOC ANALYST";1;Undirected
WILLIAM GINTER RIVA;MAJOR ALLEN;1;Undirected
WILLIAM GINTER RIVA;JIMMY;1;Undirected
WILLIAM GINTER RIVA;PRATT;1;Undirected
WILLIAM GINTER RIVA;RAMIREZ;1;Undirected
WILLIAM GINTER RIVA;AHMED;1;Undirected
WILLIAM GINTER RIVA;OMAR;1;Undirected
WILLIAM GINTER RIVA;HOWARD STARK;1;Undirected
WILLIAM GINTER RIVA;VIPER 1;1;Undirected
WILLIAM GINTER RIVA;VIPER 2;1;Undirected
WILLIAM GINTER RIVA;AMIRA AHMED;1;Undirected
WILLIAM GINTER RIVA;COLONEL CRAIG;1;Undirected
WILLIAM GINTER RIVA;DEALER AT CRAPS TABLE;1;Undirected
WILLIAM GINTER RIVA;WOMAN AT CRAPS TABLE;1;Undirected
WILLIAM GINTER RIVA;ENGINEER;1;Undirected
WILLIAM GINTER RIVA;AIR FORCE OFFICER;1;Undirected
WILLIAM GINTER RIVA;WOMAN IN SUV;1;Undirected
WILLIAM GINTER RIVA;KID IN SUV;1;Undirected
WILLIAM GINTER RIVA;GULMIRA KID;1;Undirected
WILLIAM GINTER RIVA;GULMIRA MOM;1;Undirected
WILLIAM GINTER RIVA;REPORTER;1;Undirected
WILLIAM GINTER RIVA;FLIGHT ATTENDANT;1;Undirected
WILLIAM GINTER RIVA;AIR FORCE LIEUTENANT;1;Undirected
WILLIAM GINTER RIVA;ZORIANNA KIT;1;Undirected
WILLIAM GINTER RIVA;STAN'S GIRL;1;Undirected
WILLIAM GINTER RIVA;CAOC ANALYST";1;Undirected
MAJOR ALLEN;JIMMY;1;Undirected
MAJOR ALLEN;PRATT;1;Undirected
MAJOR ALLEN;RAMIREZ;1;Undirected
MAJOR ALLEN;AHMED;1;Undirected
MAJOR ALLEN;OMAR;1;Undirected
MAJOR ALLEN;HOWARD STARK;2;Undirected
MAJOR ALLEN;VIPER 1;1;Undirected
MAJOR ALLEN;VIPER 2;1;Undirected
MAJOR ALLEN;AMIRA AHMED;1;Undirected
MAJOR ALLEN;COLONEL CRAIG;1;Undirected
MAJOR ALLEN;DEALER AT CRAPS TABLE;1;Undirected
MAJOR ALLEN;WOMAN AT CRAPS TABLE;1;Undirected
MAJOR ALLEN;ENGINEER;1;Undirected
MAJOR ALLEN;AIR FORCE OFFICER;1;Undirected
MAJOR ALLEN;WOMAN IN SUV;1;Undirected
MAJOR ALLEN;KID IN SUV;1;Undirected
MAJOR ALLEN;GULMIRA KID;1;Undirected
MAJOR ALLEN;GULMIRA MOM;1;Undirected
MAJOR ALLEN;REPORTER;1;Undirected
MAJOR ALLEN;FLIGHT ATTENDANT;1;Undirected
MAJOR ALLEN;AIR FORCE LIEUTENANT;1;Undirected
MAJOR ALLEN;ZORIANNA KIT;1;Undirected
MAJOR ALLEN;STAN'S GIRL;1;Undirected
MAJOR ALLEN;CAOC ANALYST";1;Undirected
JIMMY;PRATT;1;Undirected
JIMMY;RAMIREZ;1;Undirected
JIMMY;AHMED;1;Undirected
JIMMY;OMAR;1;Undirected
JIMMY;HOWARD STARK;1;Undirected
JIMMY;VIPER 1;1;Undirected
JIMMY;VIPER 2;1;Undirected
JIMMY;AMIRA AHMED;1;Undirected
JIMMY;COLONEL CRAIG;1;Undirected
JIMMY;DEALER AT CRAPS TABLE;1;Undirected
JIMMY;WOMAN AT CRAPS TABLE;1;Undirected
JIMMY;ENGINEER;1;Undirected
JIMMY;AIR FORCE OFFICER;1;Undirected
JIMMY;WOMAN IN SUV;1;Undirected
JIMMY;KID IN SUV;1;Undirected
JIMMY;GULMIRA KID;1;Undirected
JIMMY;GULMIRA MOM;1;Undirected
JIMMY;REPORTER;1;Undirected
JIMMY;FLIGHT ATTENDANT;1;Undirected
JIMMY;AIR FORCE LIEUTENANT;1;Undirected
JIMMY;ZORIANNA KIT;1;Undirected
JIMMY;STAN'S GIRL;1;Undirected
JIMMY;CAOC ANALYST";1;Undirected
PRATT;RAMIREZ;1;Undirected
PRATT;AHMED;1;Undirected
PRATT;OMAR;1;Undirected
PRATT;HOWARD STARK;1;Undirected
PRATT;VIPER 1;1;Undirected
PRATT;VIPER 2;1;Undirected
PRATT;AMIRA AHMED;1;Undirected
PRATT;COLONEL CRAIG;1;Undirected
PRATT;DEALER AT CRAPS TABLE;1;Undirected
PRATT;WOMAN AT CRAPS TABLE;1;Undirected
PRATT;ENGINEER;1;Undirected
PRATT;AIR FORCE OFFICER;1;Undirected
PRATT;WOMAN IN SUV;1;Undirected
PRATT;KID IN SUV;1;Undirected
PRATT;GULMIRA KID;1;Undirected
PRATT;GULMIRA MOM;1;Undirected
PRATT;REPORTER;1;Undirected
PRATT;FLIGHT ATTENDANT;1;Undirected
PRATT;AIR FORCE LIEUTENANT;1;Undirected
PRATT;ZORIANNA KIT;1;Undirected
PRATT;STAN'S GIRL;1;Undirected
PRATT;CAOC ANALYST";1;Undirected
RAMIREZ;AHMED;1;Undirected
RAMIREZ;OMAR;1;Undirected
RAMIREZ;HOWARD STARK;1;Undirected
RAMIREZ;VIPER 1;1;Undirected
RAMIREZ;VIPER 2;1;Undirected
RAMIREZ;AMIRA AHMED;1;Undirected
RAMIREZ;COLONEL CRAIG;1;Undirected
RAMIREZ;DEALER AT CRAPS TABLE;1;Undirected
RAMIREZ;WOMAN AT CRAPS TABLE;1;Undirected
RAMIREZ;ENGINEER;1;Undirected
RAMIREZ;AIR FORCE OFFICER;1;Undirected
RAMIREZ;WOMAN IN SUV;1;Undirected
RAMIREZ;KID IN SUV;1;Undirected
RAMIREZ;GULMIRA KID;1;Undirected
RAMIREZ;GULMIRA MOM;1;Undirected
RAMIREZ;REPORTER;1;Undirected
RAMIREZ;FLIGHT ATTENDANT;1;Undirected
RAMIREZ;AIR FORCE LIEUTENANT;1;Undirected
RAMIREZ;ZORIANNA KIT;1;Undirected
RAMIREZ;STAN'S GIRL;1;Undirected
RAMIREZ;CAOC ANALYST";1;Undirected
AHMED;OMAR;1;Undirected
AHMED;HOWARD STARK;1;Undirected
AHMED;VIPER 1;1;Undirected
AHMED;VIPER 2;1;Undirected
AHMED;AMIRA AHMED;1;Undirected
AHMED;COLONEL CRAIG;1;Undirected
AHMED;DEALER AT CRAPS TABLE;1;Undirected
AHMED;WOMAN AT CRAPS TABLE;1;Undirected
AHMED;ENGINEER;1;Undirected
AHMED;AIR FORCE OFFICER;1;Undirected
AHMED;WOMAN IN SUV;1;Undirected
AHMED;KID IN SUV;1;Undirected
AHMED;GULMIRA KID;1;Undirected
AHMED;GULMIRA MOM;1;Undirected
AHMED;REPORTER;1;Undirected
AHMED;FLIGHT ATTENDANT;1;Undirected
AHMED;AIR FORCE LIEUTENANT;1;Undirected
AHMED;ZORIANNA KIT;1;Undirected
AHMED;STAN'S GIRL;1;Undirected
AHMED;CAOC ANALYST";1;Undirected
OMAR;HOWARD STARK;1;Undirected
OMAR;VIPER 1;1;Undirected
OMAR;VIPER 2;1;Undirected
OMAR;AMIRA AHMED;1;Undirected
OMAR;COLONEL CRAIG;1;Undirected
OMAR;DEALER AT CRAPS TABLE;1;Undirected
OMAR;WOMAN AT CRAPS TABLE;1;Undirected
OMAR;ENGINEER;1;Undirected
OMAR;AIR FORCE OFFICER;1;Undirected
OMAR;WOMAN IN SUV;1;Undirected
OMAR;KID IN SUV;1;Undirected
OMAR;GULMIRA KID;1;Undirected
OMAR;GULMIRA MOM;1;Undirected
OMAR;REPORTER;1;Undirected
OMAR;FLIGHT ATTENDANT;1;Undirected
OMAR;AIR FORCE LIEUTENANT;1;Undirected
OMAR;ZORIANNA KIT;1;Undirected
OMAR;STAN'S GIRL;1;Undirected
OMAR;CAOC ANALYST";1;Undirected
HOWARD STARK;VIPER 1;1;Undirected
HOWARD STARK;VIPER 2;1;Undirected
HOWARD STARK;AMIRA AHMED;1;Undirected
HOWARD STARK;COLONEL CRAIG;1;Undirected
HOWARD STARK;DEALER AT CRAPS TABLE;1;Undirected
HOWARD STARK;WOMAN AT CRAPS TABLE;1;Undirected
HOWARD STARK;ENGINEER;1;Undirected
HOWARD STARK;AIR FORCE OFFICER;1;Undirected
HOWARD STARK;WOMAN IN SUV;1;Undirected
HOWARD STARK;KID IN SUV;1;Undirected
HOWARD STARK;GULMIRA KID;1;Undirected
HOWARD STARK;GULMIRA MOM;1;Undirected
HOWARD STARK;REPORTER;1;Undirected
HOWARD STARK;FLIGHT ATTENDANT;1;Undirected
HOWARD STARK;AIR FORCE LIEUTENANT;1;Undirected
HOWARD STARK;ZORIANNA KIT;1;Undirected
HOWARD STARK;STAN'S GIRL;1;Undirected
HOWARD STARK;CAOC ANALYST";1;Undirected
VIPER 1;VIPER 2;1;Undirected
VIPER 1;AMIRA AHMED;1;Undirected
VIPER 1;COLONEL CRAIG;1;Undirected
VIPER 1;DEALER AT CRAPS TABLE;1;Undirected
VIPER 1;WOMAN AT CRAPS TABLE;1;Undirected
VIPER 1;ENGINEER;1;Undirected
VIPER 1;AIR FORCE OFFICER;1;Undirected
VIPER 1;WOMAN IN SUV;1;Undirected
VIPER 1;KID IN SUV;1;Undirected
VIPER 1;GULMIRA KID;1;Undirected
VIPER 1;GULMIRA MOM;1;Undirected
VIPER 1;REPORTER;1;Undirected
VIPER 1;FLIGHT ATTENDANT;1;Undirected
VIPER 1;AIR FORCE LIEUTENANT;1;Undirected
VIPER 1;ZORIANNA KIT;1;Undirected
VIPER 1;STAN'S GIRL;1;Undirected
VIPER 1;CAOC ANALYST";1;Undirected
VIPER 2;AMIRA AHMED;1;Undirected
VIPER 2;COLONEL CRAIG;1;Undirected
VIPER 2;DEALER AT CRAPS TABLE;1;Undirected
VIPER 2;WOMAN AT CRAPS TABLE;1;Undirected
VIPER 2;ENGINEER;1;Undirected
VIPER 2;AIR FORCE OFFICER;1;Undirected
VIPER 2;WOMAN IN SUV;1;Undirected
VIPER 2;KID IN SUV;1;Undirected
VIPER 2;GULMIRA KID;1;Undirected
VIPER 2;GULMIRA MOM;1;Undirected
VIPER 2;REPORTER;1;Undirected
VIPER 2;FLIGHT ATTENDANT;1;Undirected
VIPER 2;AIR FORCE LIEUTENANT;1;Undirected
VIPER 2;ZORIANNA KIT;1;Undirected
VIPER 2;STAN'S GIRL;1;Undirected
VIPER 2;CAOC ANALYST";1;Undirected
AMIRA AHMED;COLONEL CRAIG;1;Undirected
AMIRA AHMED;DEALER AT CRAPS TABLE;1;Undirected
AMIRA AHMED;WOMAN AT CRAPS TABLE;1;Undirected
AMIRA AHMED;ENGINEER;1;Undirected
AMIRA AHMED;AIR FORCE OFFICER;1;Undirected
AMIRA AHMED;WOMAN IN SUV;1;Undirected
AMIRA AHMED;KID IN SUV;1;Undirected
AMIRA AHMED;GULMIRA KID;1;Undirected
AMIRA AHMED;GULMIRA MOM;1;Undirected
AMIRA AHMED;REPORTER;1;Undirected
AMIRA AHMED;FLIGHT ATTENDANT;1;Undirected
AMIRA AHMED;AIR FORCE LIEUTENANT;1;Undirected
AMIRA AHMED;ZORIANNA KIT;1;Undirected
AMIRA AHMED;STAN'S GIRL;1;Undirected
AMIRA AHMED;CAOC ANALYST";1;Undirected
COLONEL CRAIG;DEALER AT CRAPS TABLE;1;Undirected
COLONEL CRAIG;WOMAN AT CRAPS TABLE;1;Undirected
COLONEL CRAIG;ENGINEER;1;Undirected
COLONEL CRAIG;AIR FORCE OFFICER;1;Undirected
COLONEL CRAIG;WOMAN IN SUV;1;Undirected
COLONEL CRAIG;KID IN SUV;1;Undirected
COLONEL CRAIG;GULMIRA KID;1;Undirected
COLONEL CRAIG;GULMIRA MOM;1;Undirected
COLONEL CRAIG;REPORTER;1;Undirected
COLONEL CRAIG;FLIGHT ATTENDANT;1;Undirected
COLONEL CRAIG;AIR FORCE LIEUTENANT;1;Undirected
COLONEL CRAIG;ZORIANNA KIT;1;Undirected
COLONEL CRAIG;STAN'S GIRL;1;Undirected
COLONEL CRAIG;CAOC ANALYST";1;Undirected
DEALER AT CRAPS TABLE;WOMAN AT CRAPS TABLE;1;Undirected
DEALER AT CRAPS TABLE;ENGINEER;1;Undirected
DEALER AT CRAPS TABLE;AIR FORCE OFFICER;1;Undirected
DEALER AT CRAPS TABLE;WOMAN IN SUV;1;Undirected
DEALER AT CRAPS TABLE;KID IN SUV;1;Undirected
DEALER AT CRAPS TABLE;GULMIRA KID;1;Undirected
DEALER AT CRAPS TABLE;GULMIRA MOM;1;Undirected
DEALER AT CRAPS TABLE;REPORTER;1;Undirected
DEALER AT CRAPS TABLE;FLIGHT ATTENDANT;1;Undirected
DEALER AT CRAPS TABLE;AIR FORCE LIEUTENANT;1;Undirected
DEALER AT CRAPS TABLE;ZORIANNA KIT;1;Undirected
DEALER AT CRAPS TABLE;STAN'S GIRL;1;Undirected
DEALER AT CRAPS TABLE;CAOC ANALYST";1;Undirected
WOMAN AT CRAPS TABLE;ENGINEER;1;Undirected
WOMAN AT CRAPS TABLE;AIR FORCE OFFICER;1;Undirected
WOMAN AT CRAPS TABLE;WOMAN IN SUV;1;Undirected
WOMAN AT CRAPS TABLE;KID IN SUV;1;Undirected
WOMAN AT CRAPS TABLE;GULMIRA KID;1;Undirected
WOMAN AT CRAPS TABLE;GULMIRA MOM;1;Undirected
WOMAN AT CRAPS TABLE;REPORTER;1;Undirected
WOMAN AT CRAPS TABLE;FLIGHT ATTENDANT;1;Undirected
WOMAN AT CRAPS TABLE;AIR FORCE LIEUTENANT;1;Undirected
WOMAN AT CRAPS TABLE;ZORIANNA KIT;1;Undirected
WOMAN AT CRAPS TABLE;STAN'S GIRL;1;Undirected
WOMAN AT CRAPS TABLE;CAOC ANALYST";1;Undirected
ENGINEER;AIR FORCE OFFICER;1;Undirected
ENGINEER;WOMAN IN SUV;1;Undirected
ENGINEER;KID IN SUV;1;Undirected
ENGINEER;GULMIRA KID;1;Undirected
ENGINEER;GULMIRA MOM;1;Undirected
ENGINEER;REPORTER;1;Undirected
ENGINEER;FLIGHT ATTENDANT;1;Undirected
ENGINEER;AIR FORCE LIEUTENANT;1;Undirected
ENGINEER;ZORIANNA KIT;1;Undirected
ENGINEER;STAN'S GIRL;1;Undirected
ENGINEER;CAOC ANALYST";1;Undirected
AIR FORCE OFFICER;WOMAN IN SUV;1;Undirected
AIR FORCE OFFICER;KID IN SUV;1;Undirected
AIR FORCE OFFICER;GULMIRA KID;1;Undirected
AIR FORCE OFFICER;GULMIRA MOM;1;Undirected
AIR FORCE OFFICER;REPORTER;1;Undirected
AIR FORCE OFFICER;FLIGHT ATTENDANT;1;Undirected
AIR FORCE OFFICER;AIR FORCE LIEUTENANT;1;Undirected
AIR FORCE OFFICER;ZORIANNA KIT;1;Undirected
AIR FORCE OFFICER;STAN'S GIRL;1;Undirected
AIR FORCE OFFICER;CAOC ANALYST";1;Undirected
WOMAN IN SUV;KID IN SUV;1;Undirected
WOMAN IN SUV;GULMIRA KID;1;Undirected
WOMAN IN SUV;GULMIRA MOM;1;Undirected
WOMAN IN SUV;REPORTER;1;Undirected
WOMAN IN SUV;FLIGHT ATTENDANT;1;Undirected
WOMAN IN SUV;AIR FORCE LIEUTENANT;1;Undirected
WOMAN IN SUV;ZORIANNA KIT;1;Undirected
WOMAN IN SUV;STAN'S GIRL;1;Undirected
WOMAN IN SUV;CAOC ANALYST";1;Undirected
KID IN SUV;GULMIRA KID;1;Undirected
KID IN SUV;GULMIRA MOM;1;Undirected
KID IN SUV;REPORTER;1;Undirected
KID IN SUV;FLIGHT ATTENDANT;1;Undirected
KID IN SUV;AIR FORCE LIEUTENANT;1;Undirected
KID IN SUV;ZORIANNA KIT;1;Undirected
KID IN SUV;STAN'S GIRL;1;Undirected
KID IN SUV;CAOC ANALYST";1;Undirected
GULMIRA KID;GULMIRA MOM;1;Undirected
GULMIRA KID;REPORTER;1;Undirected
GULMIRA KID;FLIGHT ATTENDANT;1;Undirected
GULMIRA KID;AIR FORCE LIEUTENANT;1;Undirected
GULMIRA KID;ZORIANNA KIT;1;Undirected
GULMIRA KID;STAN'S GIRL;1;Undirected
GULMIRA KID;CAOC ANALYST";1;Undirected
GULMIRA MOM;REPORTER;1;Undirected
GULMIRA MOM;FLIGHT ATTENDANT;1;Undirected
GULMIRA MOM;AIR FORCE LIEUTENANT;1;Undirected
GULMIRA MOM;ZORIANNA KIT;1;Undirected
GULMIRA MOM;STAN'S GIRL;1;Undirected
GULMIRA MOM;CAOC ANALYST";1;Undirected
REPORTER;FLIGHT ATTENDANT;1;Undirected
REPORTER;AIR FORCE LIEUTENANT;1;Undirected
REPORTER;ZORIANNA KIT;1;Undirected
REPORTER;STAN'S GIRL;1;Undirected
REPORTER;CAOC ANALYST";1;Undirected
FLIGHT ATTENDANT;AIR FORCE LIEUTENANT;1;Undirected
FLIGHT ATTENDANT;ZORIANNA KIT;1;Undirected
FLIGHT ATTENDANT;STAN'S GIRL;1;Undirected
FLIGHT ATTENDANT;CAOC ANALYST";1;Undirected
AIR FORCE LIEUTENANT;ZORIANNA KIT;1;Undirected
AIR FORCE LIEUTENANT;STAN'S GIRL;1;Undirected
AIR FORCE LIEUTENANT;CAOC ANALYST";1;Undirected
ZORIANNA KIT;STAN'S GIRL;1;Undirected
ZORIANNA KIT;CAOC ANALYST";1;Undirected
STAN'S GIRL;CAOC ANALYST";1;Undirected
BRUCE BANNER / THE HULK;BETTY ROSS;1;Undirected
BRUCE BANNER / THE HULK;EMIL BLONSKY / ABOMINATION;1;Undirected
BRUCE BANNER / THE HULK;GENERAL THADDEUS ""THUNDERBOLT"" ROSS / THE RED HULK;1;Undirected
BRUCE BANNER / THE HULK;DR. SAMUEL STERNS / THE LEADER;1;Undirected
BRUCE BANNER / THE HULK;LEONARD SAMSON / DR. SAMSON;1;Undirected
BRUCE BANNER / THE HULK;MAJOR KATHLEEN SPARR;1;Undirected
BRUCE BANNER / THE HULK;GENERAL JOE GRELLER;1;Undirected
BRUCE BANNER / THE HULK;VOICE OF THE INCREDIBLE HULK / SECURITY GUARD;1;Undirected
BRUCE BANNER / THE HULK;STANLEY;1;Undirected
BRUCE BANNER / THE HULK;MARTINA;1;Undirected
BRUCE BANNER / THE HULK;COMMANDO;1;Undirected
BRUCE BANNER / THE HULK;TERRIFIED GAL;1;Undirected
BRUCE BANNER / THE HULK;HELICOPTER SOLDIER;1;Undirected
BRUCE BANNER / THE HULK;GRAD STUDENT;1;Undirected
BRUCE BANNER / THE HULK;TOUGH GUY LEADER;1;Undirected
BRUCE BANNER / THE HULK;TOUGH GUY;1;Undirected
BRUCE BANNER / THE HULK;COMMUNICATIONS OFFICER;1;Undirected
BRUCE BANNER / THE HULK;HELICOPTER PILOT;1;Undirected
BRUCE BANNER / THE HULK;SOLDIER;1;Undirected
BRUCE BANNER / THE HULK;COP;1;Undirected
BRUCE BANNER / THE HULK;CAB DRIVER;1;Undirected
BRUCE BANNER / THE HULK;MEDICAL TECHNICIAN;1;Undirected
BRUCE BANNER / THE HULK;YOUNG GUY;1;Undirected
BRUCE BANNER / THE HULK;PLANT MANAGER;1;Undirected
BRUCE BANNER / THE HULK;SNIPER;1;Undirected
BRUCE BANNER / THE HULK;BOAT CAPTAIN;1;Undirected
BRUCE BANNER / THE HULK;GUATEMALAN TRUCKER;1;Undirected
BRUCE BANNER / THE HULK;COMPUTER NERD;1;Undirected
BRUCE BANNER / THE HULK;APACHE HELICOPTER PILOT;1;Undirected
